record_id,department,defect_type,corridor_id,severity,days_overdue,asset_age_years,days_since_last_inspection,previous_failure_count,traffic_density_rank,corridor_utilization_pct,maintenance_duration_mins,weather_risk_factor,failure_risk_probability,failure_risk_class,dataset_type
RS-ML-10457,TMS,USFD_MICRO_CRACK,NDLS-CNB-07,1,0.0,31.7,151,1,3,88.8,120,0.49,0.3001,MEDIUM,RailSync synthetic prototype training data
RS-ML-10458,SMMS,SIGNAL_LAMP_FUSED,NDLS-HWH-01,3,2.2,6.3,156,5,3,64.4,240,0.87,0.5776,CRITICAL,RailSync synthetic prototype training data
RS-ML-10459,TDMS,FEEDER_BREAKER_TRIP,NDLS-HWH-01,2,3.5,14.1,249,1,4,97.0,45,0.39,0.4384,HIGH,RailSync synthetic prototype training data
RS-ML-10460,SMMS,POINT_MACHINE_FAILURE,CNB-MGS-01,3,1.5,2.7,166,1,1,56.0,180,0.62,0.3618,MEDIUM,RailSync synthetic prototype training data
RS-ML-10461,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,2,0.6,29.2,96,3,3,91.0,120,0.29,0.4301,HIGH,RailSync synthetic prototype training data
RS-ML-10462,SMMS,RELAY_CHATTER,NDLS-HWH-01,2,1.6,13.7,76,0,4,64.1,60,0.14,0.2738,MEDIUM,RailSync synthetic prototype training data
RS-ML-10463,TMS,SEJ_GAP_ABNORMAL,NDLS-HWH-01,2,2.3,34.9,62,3,3,80.4,60,0.79,0.4766,HIGH,RailSync synthetic prototype training data
RS-ML-10464,TDMS,ISOLATOR_SWITCH_JAM,CNB-MGS-01,1,0.5,11.9,63,0,2,58.0,90,0.17,0.1598,LOW,RailSync synthetic prototype training data
RS-ML-10465,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,3,0.0,28.9,24,0,5,74.7,240,0.16,0.3426,MEDIUM,RailSync synthetic prototype training data
RS-ML-10466,TMS,TRACK_TWIST,CNB-MGS-01,5,0.0,28.8,66,5,2,50.8,150,0.08,0.6441,CRITICAL,RailSync synthetic prototype training data
RS-ML-10467,TMS,TURNOUT_WEAR,CNB-MGS-01,2,0.4,32.6,316,0,5,84.6,90,0.69,0.4794,HIGH,RailSync synthetic prototype training data
RS-ML-10468,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-HWH-01,5,2.3,4.2,112,5,5,50.8,45,0.21,0.6542,CRITICAL,RailSync synthetic prototype training data
RS-ML-10469,TMS,SLEEPER_LOOSENING,HWH-MGS-03,1,2.4,37.4,66,1,3,81.2,30,0.12,0.311,MEDIUM,RailSync synthetic prototype training data
RS-ML-10470,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,2,2.8,28.1,354,6,3,97.6,180,0.22,0.6468,CRITICAL,RailSync synthetic prototype training data
RS-ML-10471,SMMS,RELAY_CHATTER,NDLS-CNB-07,1,3.8,25.8,347,0,1,47.0,180,0.41,0.283,MEDIUM,RailSync synthetic prototype training data
RS-ML-10472,SMMS,INTERLOCKING_CIRCUIT_FAULT,NDLS-CNB-07,3,1.8,37.1,176,0,2,89.0,240,0.3,0.3925,HIGH,RailSync synthetic prototype training data
RS-ML-10473,TMS,DRAINAGE_CLEARANCE,HWH-MGS-03,2,0.6,25.5,210,7,4,46.3,120,0.49,0.5118,HIGH,RailSync synthetic prototype training data
RS-ML-10474,TMS,RAIL_CORRUGATION,NDLS-HWH-01,1,0.0,2.5,37,1,2,62.4,150,0.19,0.1538,LOW,RailSync synthetic prototype training data
RS-ML-10475,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,3,2.7,8.1,341,1,5,72.0,30,0.94,0.5345,HIGH,RailSync synthetic prototype training data
RS-ML-10476,TDMS,CANTILEVER_INSULATOR_FLASH,HWH-MGS-03,2,0.0,32.5,229,1,5,78.6,120,0.85,0.4576,HIGH,RailSync synthetic prototype training data
RS-ML-10477,TMS,BALLAST_DEFICIENCY,HWH-MGS-03,3,3.0,21.8,254,2,4,72.9,60,0.51,0.5915,CRITICAL,RailSync synthetic prototype training data
RS-ML-10478,TMS,USFD_MICRO_CRACK,HWH-MGS-03,3,0.0,13.7,148,0,1,47.5,150,0.36,0.2963,MEDIUM,RailSync synthetic prototype training data
RS-ML-10479,TDMS,CONTACT_WIRE_WEAR,HWH-MGS-03,1,0.0,13.4,185,1,2,54.5,120,0.58,0.2258,MEDIUM,RailSync synthetic prototype training data
RS-ML-10480,TDMS,CANTILEVER_INSULATOR_FLASH,CNB-MGS-01,1,7.0,6.9,278,0,5,70.1,180,0.29,0.3499,MEDIUM,RailSync synthetic prototype training data
RS-ML-10481,TDMS,MAST_EARTHING_LOOSE,HWH-MGS-03,2,1.4,4.2,253,0,5,87.5,150,0.2,0.3281,MEDIUM,RailSync synthetic prototype training data
RS-ML-10482,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,2,1.2,32.3,41,3,1,57.4,180,0.77,0.3137,MEDIUM,RailSync synthetic prototype training data
RS-ML-10483,SMMS,EARTH_LEAKAGE,NDLS-HWH-01,2,0.8,10.8,293,3,1,78.1,120,0.5,0.3686,MEDIUM,RailSync synthetic prototype training data
RS-ML-10484,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,1,2.8,15.6,322,1,1,76.7,60,0.57,0.3484,MEDIUM,RailSync synthetic prototype training data
RS-ML-10485,SMMS,POWER_SUPPLY_FLUCTUATION,CNB-MGS-01,4,9.5,20.5,317,4,1,70.6,150,0.47,0.7816,CRITICAL,RailSync synthetic prototype training data
RS-ML-10486,TMS,LC_FLANGEWAY_CLEAN,CNB-MGS-01,3,1.1,15.9,35,2,3,77.8,120,0.67,0.4247,HIGH,RailSync synthetic prototype training data
RS-ML-10487,TMS,WELD_FRACTURE,NDLS-CNB-07,5,3.6,12.1,251,1,1,51.8,120,0.17,0.5738,CRITICAL,RailSync synthetic prototype training data
RS-ML-10488,TMS,GAUGE_CORRECTION,NDLS-CNB-07,3,0.0,2.1,251,3,1,58.4,120,0.83,0.5074,HIGH,RailSync synthetic prototype training data
RS-ML-10489,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,2,2.4,32.0,74,0,1,70.5,120,0.5,0.2604,MEDIUM,RailSync synthetic prototype training data
RS-ML-10490,TMS,TURNOUT_WEAR,NDLS-HWH-01,3,4.8,12.3,302,2,4,52.8,45,0.21,0.5721,CRITICAL,RailSync synthetic prototype training data
RS-ML-10491,TMS,TURNOUT_WEAR,NDLS-HWH-01,2,4.0,14.6,60,0,3,91.4,60,0.38,0.319,MEDIUM,RailSync synthetic prototype training data
RS-ML-10492,SMMS,TRACK_CIRCUIT_DROP,NDLS-HWH-01,3,9.9,34.4,20,3,2,54.8,180,0.33,0.5391,HIGH,RailSync synthetic prototype training data
RS-ML-10493,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-CNB-07,3,1.3,15.1,204,5,2,57.4,60,0.87,0.5611,CRITICAL,RailSync synthetic prototype training data
RS-ML-10494,SMMS,CABLE_INSULATION_LOW,NDLS-HWH-01,2,6.4,3.5,254,1,4,91.3,45,0.79,0.4811,HIGH,RailSync synthetic prototype training data
RS-ML-10495,TMS,TURNOUT_WEAR,CNB-MGS-01,2,0.0,1.5,29,2,4,86.3,60,0.05,0.2864,MEDIUM,RailSync synthetic prototype training data
RS-ML-10496,TMS,GAUGE_CORRECTION,CNB-MGS-01,2,6.2,4.7,130,1,2,89.5,180,0.76,0.3986,HIGH,RailSync synthetic prototype training data
RS-ML-10497,SMMS,TRACK_CIRCUIT_DROP,NDLS-CNB-07,3,0.7,31.5,147,0,4,95.3,90,0.07,0.4317,HIGH,RailSync synthetic prototype training data
RS-ML-10498,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,4,0.2,37.0,104,0,5,65.1,120,0.18,0.4776,HIGH,RailSync synthetic prototype training data
RS-ML-10499,SMMS,POINT_MACHINE_FAILURE,HWH-MGS-03,5,0.0,35.3,347,1,2,51.1,120,0.31,0.5359,HIGH,RailSync synthetic prototype training data
RS-ML-10500,SMMS,AXLE_COUNTER_RESET,HWH-MGS-03,3,0.0,23.0,147,2,2,63.9,60,0.08,0.4119,HIGH,RailSync synthetic prototype training data
RS-ML-10501,SMMS,SIGNAL_LAMP_FUSED,CNB-MGS-01,2,0.0,24.8,46,0,3,97.0,180,0.67,0.2762,MEDIUM,RailSync synthetic prototype training data
RS-ML-10502,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,1,0.0,21.4,29,0,3,98.3,30,0.05,0.1427,LOW,RailSync synthetic prototype training data
RS-ML-10503,TDMS,CONTACT_WIRE_WEAR,NDLS-CNB-07,4,0.0,21.5,300,0,4,94.4,240,0.17,0.4839,HIGH,RailSync synthetic prototype training data
RS-ML-10504,TMS,SEJ_GAP_ABNORMAL,HWH-MGS-03,1,12.7,4.9,25,6,3,83.7,180,0.3,0.5602,CRITICAL,RailSync synthetic prototype training data
RS-ML-10505,TDMS,NEUTRAL_SECTION_ARCING,CNB-MGS-01,2,0.0,6.7,254,3,4,43.1,60,0.1,0.3726,MEDIUM,RailSync synthetic prototype training data
RS-ML-10506,TMS,USFD_MICRO_CRACK,CNB-MGS-01,1,0.1,18.0,62,7,3,97.8,240,0.46,0.462,HIGH,RailSync synthetic prototype training data
RS-ML-10507,TMS,FISHPLATE_CRACK,NDLS-HWH-01,1,2.9,11.2,89,2,5,52.4,30,0.52,0.3753,MEDIUM,RailSync synthetic prototype training data
RS-ML-10508,SMMS,CABLE_INSULATION_LOW,NDLS-HWH-01,1,0.0,19.2,51,4,1,63.1,45,0.8,0.3096,MEDIUM,RailSync synthetic prototype training data
RS-ML-10509,TDMS,FEEDER_BREAKER_TRIP,HWH-MGS-03,3,3.7,10.6,339,0,4,59.0,60,0.24,0.432,HIGH,RailSync synthetic prototype training data
RS-ML-10510,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,2,0.3,2.6,39,1,3,50.4,180,0.13,0.2492,MEDIUM,RailSync synthetic prototype training data
RS-ML-10511,TDMS,NEUTRAL_SECTION_ARCING,NDLS-CNB-07,1,8.2,18.9,224,2,5,47.7,45,0.8,0.4544,HIGH,RailSync synthetic prototype training data
RS-ML-10512,SMMS,POWER_SUPPLY_FLUCTUATION,HWH-MGS-03,3,0.0,18.4,291,2,4,87.4,60,0.44,0.5047,HIGH,RailSync synthetic prototype training data
RS-ML-10513,TMS,USFD_MICRO_CRACK,NDLS-CNB-07,3,0.3,27.3,256,1,4,65.6,240,0.32,0.4834,HIGH,RailSync synthetic prototype training data
RS-ML-10514,TDMS,NEUTRAL_SECTION_ARCING,NDLS-CNB-07,2,2.5,11.6,27,1,5,64.9,45,0.47,0.3034,MEDIUM,RailSync synthetic prototype training data
RS-ML-10515,TMS,TURNOUT_WEAR,NDLS-HWH-01,3,6.5,1.1,341,1,1,44.9,120,0.33,0.3924,HIGH,RailSync synthetic prototype training data
RS-ML-10516,SMMS,POWER_SUPPLY_FLUCTUATION,CNB-MGS-01,2,0.0,34.9,98,0,5,55.2,45,0.44,0.3347,MEDIUM,RailSync synthetic prototype training data
RS-ML-10517,TMS,DRAINAGE_CLEARANCE,HWH-MGS-03,2,2.3,15.7,339,6,5,87.6,150,0.67,0.6487,CRITICAL,RailSync synthetic prototype training data
RS-ML-10518,TDMS,MAST_EARTHING_LOOSE,CNB-MGS-01,1,0.0,5.6,100,0,2,90.3,90,0.48,0.185,LOW,RailSync synthetic prototype training data
RS-ML-10519,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,1,0.0,29.4,78,1,2,92.8,240,0.92,0.2722,MEDIUM,RailSync synthetic prototype training data
RS-ML-10520,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-CNB-07,1,0.0,21.9,203,0,4,97.3,240,0.71,0.2802,MEDIUM,RailSync synthetic prototype training data
RS-ML-10521,TMS,USFD_MICRO_CRACK,HWH-MGS-03,2,7.1,22.7,316,5,2,81.8,30,0.43,0.6164,CRITICAL,RailSync synthetic prototype training data
RS-ML-10522,TMS,TRACK_TWIST,CNB-MGS-01,5,3.6,16.1,245,0,4,80.8,30,0.2,0.6022,CRITICAL,RailSync synthetic prototype training data
RS-ML-10523,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,2,2.2,26.2,311,4,3,82.3,180,0.91,0.5504,HIGH,RailSync synthetic prototype training data
RS-ML-10524,TDMS,CONTACT_WIRE_WEAR,HWH-MGS-03,3,0.3,32.2,321,0,4,47.6,90,0.19,0.338,MEDIUM,RailSync synthetic prototype training data
RS-ML-10525,TDMS,FEEDER_BREAKER_TRIP,CNB-MGS-01,1,0.0,21.4,12,1,2,50.2,30,0.78,0.1646,LOW,RailSync synthetic prototype training data
RS-ML-10526,TMS,TRACK_TWIST,NDLS-CNB-07,3,5.1,8.9,135,7,5,55.6,60,0.82,0.6894,CRITICAL,RailSync synthetic prototype training data
RS-ML-10527,TMS,WELD_FRACTURE,HWH-MGS-03,5,3.3,36.6,59,6,1,88.2,30,0.51,0.6723,CRITICAL,RailSync synthetic prototype training data
RS-ML-10528,TMS,TRACK_TWIST,NDLS-CNB-07,5,2.4,6.4,152,2,1,49.0,150,0.35,0.5691,CRITICAL,RailSync synthetic prototype training data
RS-ML-10529,TMS,BALLAST_DEFICIENCY,NDLS-HWH-01,1,0.0,30.8,177,0,3,61.8,180,0.37,0.3017,MEDIUM,RailSync synthetic prototype training data
RS-ML-10530,SMMS,AXLE_COUNTER_RESET,HWH-MGS-03,3,2.1,5.7,222,1,5,86.5,150,0.9,0.4685,HIGH,RailSync synthetic prototype training data
RS-ML-10531,SMMS,DATA_LOGGER_FAIL,NDLS-HWH-01,1,0.0,12.3,87,1,1,78.6,60,0.86,0.2286,MEDIUM,RailSync synthetic prototype training data
RS-ML-10532,TMS,DRAINAGE_CLEARANCE,CNB-MGS-01,2,1.3,33.7,286,4,3,40.5,120,0.86,0.5243,HIGH,RailSync synthetic prototype training data
RS-ML-10533,TMS,DRAINAGE_CLEARANCE,NDLS-CNB-07,3,7.7,23.9,319,2,4,85.4,120,0.13,0.61,CRITICAL,RailSync synthetic prototype training data
RS-ML-10534,SMMS,CABLE_INSULATION_LOW,NDLS-CNB-07,2,2.6,20.8,112,0,2,41.4,120,0.27,0.2526,MEDIUM,RailSync synthetic prototype training data
RS-ML-10535,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,3,0.0,10.2,262,1,1,66.3,30,0.46,0.3243,MEDIUM,RailSync synthetic prototype training data
RS-ML-10536,TDMS,ISOLATOR_SWITCH_JAM,NDLS-CNB-07,2,2.6,11.2,296,2,2,46.2,90,0.79,0.3894,HIGH,RailSync synthetic prototype training data
RS-ML-10537,SMMS,CABLE_INSULATION_LOW,NDLS-HWH-01,1,1.6,16.4,69,1,5,63.6,180,0.83,0.3011,MEDIUM,RailSync synthetic prototype training data
RS-ML-10538,SMMS,CABLE_INSULATION_LOW,HWH-MGS-03,3,0.0,36.0,216,3,2,68.4,240,0.17,0.473,HIGH,RailSync synthetic prototype training data
RS-ML-10539,TMS,SLEEPER_LOOSENING,HWH-MGS-03,2,3.2,28.5,289,1,4,46.5,150,0.56,0.3888,HIGH,RailSync synthetic prototype training data
RS-ML-10540,TMS,RAIL_CORRUGATION,NDLS-HWH-01,2,0.0,37.7,158,0,2,48.3,180,0.09,0.3235,MEDIUM,RailSync synthetic prototype training data
RS-ML-10541,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,1,3.0,21.0,37,4,5,66.5,150,0.75,0.3985,HIGH,RailSync synthetic prototype training data
RS-ML-10542,SMMS,EARTH_LEAKAGE,NDLS-CNB-07,3,0.6,19.4,238,3,3,45.2,180,0.4,0.5183,HIGH,RailSync synthetic prototype training data
RS-ML-10543,TMS,DRAINAGE_CLEARANCE,HWH-MGS-03,3,5.6,24.7,87,2,3,72.8,45,0.63,0.4947,HIGH,RailSync synthetic prototype training data
RS-ML-10544,TMS,TURNOUT_WEAR,NDLS-HWH-01,4,0.0,20.1,246,1,5,50.5,30,0.3,0.5511,HIGH,RailSync synthetic prototype training data
RS-ML-10545,TDMS,FEEDER_BREAKER_TRIP,NDLS-HWH-01,3,9.5,23.3,208,1,3,65.6,180,0.07,0.5687,CRITICAL,RailSync synthetic prototype training data
RS-ML-10546,SMMS,CABLE_INSULATION_LOW,CNB-MGS-01,1,0.0,37.2,280,0,3,84.9,60,0.33,0.2826,MEDIUM,RailSync synthetic prototype training data
RS-ML-10547,SMMS,RELAY_CHATTER,NDLS-CNB-07,1,0.0,2.7,202,0,3,55.1,45,0.1,0.2045,LOW,RailSync synthetic prototype training data
RS-ML-10548,TMS,TURNOUT_WEAR,NDLS-CNB-07,2,0.0,28.7,200,5,3,67.2,180,0.11,0.5654,CRITICAL,RailSync synthetic prototype training data
RS-ML-10549,TDMS,OHE_DROPPER_SNAP,CNB-MGS-01,4,5.4,22.5,54,0,3,73.2,240,0.13,0.4269,HIGH,RailSync synthetic prototype training data
RS-ML-10550,SMMS,SIGNAL_LAMP_FUSED,NDLS-CNB-07,2,8.5,37.4,128,1,4,42.4,240,0.92,0.4318,HIGH,RailSync synthetic prototype training data
RS-ML-10551,TMS,WELD_FRACTURE,HWH-MGS-03,4,0.0,9.9,351,1,2,74.2,120,0.09,0.446,HIGH,RailSync synthetic prototype training data
RS-ML-10552,SMMS,EARTH_LEAKAGE,NDLS-HWH-01,2,23.6,15.3,65,3,4,52.3,150,0.85,0.6015,CRITICAL,RailSync synthetic prototype training data
RS-ML-10553,TDMS,FEEDER_BREAKER_TRIP,CNB-MGS-01,1,1.4,37.4,177,0,2,77.8,30,0.6,0.2467,MEDIUM,RailSync synthetic prototype training data
RS-ML-10554,TMS,WELD_FRACTURE,NDLS-CNB-07,4,5.4,34.1,253,3,1,71.5,240,0.66,0.6284,CRITICAL,RailSync synthetic prototype training data
RS-ML-10555,TDMS,CONTACT_WIRE_WEAR,HWH-MGS-03,1,0.0,29.3,359,7,3,94.8,240,0.06,0.5182,HIGH,RailSync synthetic prototype training data
RS-ML-10556,SMMS,TRACK_CIRCUIT_DROP,CNB-MGS-01,1,0.9,31.1,323,0,4,96.6,30,0.3,0.3708,MEDIUM,RailSync synthetic prototype training data
RS-ML-10557,TMS,SLEEPER_LOOSENING,HWH-MGS-03,1,3.8,10.9,259,1,5,79.3,60,0.11,0.3707,MEDIUM,RailSync synthetic prototype training data
RS-ML-10558,TMS,TRACK_TWIST,NDLS-CNB-07,4,1.1,21.9,119,4,1,98.0,120,0.66,0.5984,CRITICAL,RailSync synthetic prototype training data
RS-ML-10559,TMS,DRAINAGE_CLEARANCE,NDLS-HWH-01,3,2.2,12.6,211,0,3,70.3,30,0.85,0.4411,HIGH,RailSync synthetic prototype training data
RS-ML-10560,TMS,GAUGE_CORRECTION,HWH-MGS-03,2,0.0,12.4,203,0,5,87.2,90,0.93,0.3952,HIGH,RailSync synthetic prototype training data
RS-ML-10561,TMS,RAIL_CORRUGATION,CNB-MGS-01,2,0.1,24.0,52,0,3,89.2,90,0.15,0.2744,MEDIUM,RailSync synthetic prototype training data
RS-ML-10562,TMS,FISHPLATE_CRACK,NDLS-HWH-01,3,3.4,20.0,124,5,1,76.6,45,0.13,0.5611,CRITICAL,RailSync synthetic prototype training data
RS-ML-10563,TMS,LC_FLANGEWAY_CLEAN,NDLS-HWH-01,3,2.0,2.8,229,0,1,79.6,30,0.32,0.3822,HIGH,RailSync synthetic prototype training data
RS-ML-10564,TMS,TRACK_TWIST,HWH-MGS-03,4,2.2,23.0,340,2,4,91.5,45,0.36,0.68,CRITICAL,RailSync synthetic prototype training data
RS-ML-10565,SMMS,RELAY_CHATTER,NDLS-CNB-07,1,8.2,1.0,37,1,2,77.3,120,0.37,0.2509,MEDIUM,RailSync synthetic prototype training data
RS-ML-10566,SMMS,EARTH_LEAKAGE,HWH-MGS-03,1,0.0,5.7,25,0,4,70.0,150,0.33,0.1951,LOW,RailSync synthetic prototype training data
RS-ML-10567,TMS,GAUGE_CORRECTION,CNB-MGS-01,2,0.2,36.9,268,1,5,87.9,30,0.43,0.4389,HIGH,RailSync synthetic prototype training data
RS-ML-10568,TMS,SLEEPER_LOOSENING,NDLS-CNB-07,3,2.2,13.3,344,1,3,89.8,150,0.6,0.4891,HIGH,RailSync synthetic prototype training data
RS-ML-10569,SMMS,POINT_MACHINE_FAILURE,HWH-MGS-03,4,0.8,0.6,117,2,4,83.0,150,0.78,0.5253,HIGH,RailSync synthetic prototype training data
RS-ML-10570,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,3,0.0,0.8,8,0,1,48.3,240,0.22,0.1604,LOW,RailSync synthetic prototype training data
RS-ML-10571,TMS,WELD_FRACTURE,NDLS-CNB-07,3,0.0,7.0,137,2,5,54.4,90,0.07,0.409,HIGH,RailSync synthetic prototype training data
RS-ML-10572,TDMS,CANTILEVER_INSULATOR_FLASH,NDLS-HWH-01,3,0.0,5.6,338,3,2,57.8,90,0.38,0.441,HIGH,RailSync synthetic prototype training data
RS-ML-10573,SMMS,EARTH_LEAKAGE,HWH-MGS-03,3,0.0,3.0,76,4,2,51.2,180,0.67,0.4397,HIGH,RailSync synthetic prototype training data
RS-ML-10574,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,4,5.5,29.1,303,0,3,54.5,120,0.84,0.6155,CRITICAL,RailSync synthetic prototype training data
RS-ML-10575,TDMS,CATENARY_TENSION_LOW,NDLS-HWH-01,3,4.9,30.2,317,0,5,61.9,240,0.21,0.4198,HIGH,RailSync synthetic prototype training data
RS-ML-10576,SMMS,DATA_LOGGER_FAIL,HWH-MGS-03,3,5.5,19.1,140,1,1,52.1,90,0.46,0.4018,HIGH,RailSync synthetic prototype training data
RS-ML-10577,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,4,1.2,14.5,284,0,5,60.6,30,0.47,0.5436,HIGH,RailSync synthetic prototype training data
RS-ML-10578,SMMS,CABLE_INSULATION_LOW,HWH-MGS-03,2,0.0,15.8,257,0,2,65.8,120,0.63,0.3042,MEDIUM,RailSync synthetic prototype training data
RS-ML-10579,TDMS,ISOLATOR_SWITCH_JAM,NDLS-HWH-01,3,0.0,35.2,53,0,5,51.7,90,0.66,0.3548,MEDIUM,RailSync synthetic prototype training data
RS-ML-10580,TMS,LC_FLANGEWAY_CLEAN,CNB-MGS-01,1,4.7,23.2,73,7,3,40.5,120,0.3,0.3733,MEDIUM,RailSync synthetic prototype training data
RS-ML-10581,TDMS,OHE_DROPPER_SNAP,HWH-MGS-03,5,0.0,37.6,79,4,2,67.8,240,0.7,0.6929,CRITICAL,RailSync synthetic prototype training data
RS-ML-10582,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,5,6.7,16.6,360,1,1,61.9,60,0.33,0.5926,CRITICAL,RailSync synthetic prototype training data
RS-ML-10583,SMMS,RELAY_CHATTER,CNB-MGS-01,1,1.2,16.5,209,3,5,41.4,30,0.88,0.3807,HIGH,RailSync synthetic prototype training data
RS-ML-10584,TMS,FISHPLATE_CRACK,HWH-MGS-03,4,0.0,8.2,203,0,4,46.4,240,0.63,0.4485,HIGH,RailSync synthetic prototype training data
RS-ML-10585,SMMS,AXLE_COUNTER_RESET,NDLS-HWH-01,3,0.0,23.1,16,0,4,56.6,90,0.31,0.3063,MEDIUM,RailSync synthetic prototype training data
RS-ML-10586,SMMS,POWER_SUPPLY_FLUCTUATION,NDLS-HWH-01,2,0.6,0.9,170,4,1,47.6,180,0.48,0.4483,HIGH,RailSync synthetic prototype training data
RS-ML-10587,TDMS,PANTOGRAPH_ENTANGLEMENT_RISK,NDLS-CNB-07,4,9.8,31.2,343,1,5,51.9,240,0.3,0.6782,CRITICAL,RailSync synthetic prototype training data
RS-ML-10588,TMS,RAIL_CORRUGATION,HWH-MGS-03,1,7.4,15.5,129,1,4,67.1,30,0.71,0.377,MEDIUM,RailSync synthetic prototype training data
RS-ML-10589,SMMS,TRACK_CIRCUIT_DROP,HWH-MGS-03,3,0.0,30.9,92,1,5,82.9,240,0.4,0.4877,HIGH,RailSync synthetic prototype training data
RS-ML-10590,SMMS,EARTH_LEAKAGE,NDLS-HWH-01,2,0.0,36.0,125,4,5,57.1,45,0.68,0.49,HIGH,RailSync synthetic prototype training data
RS-ML-10591,SMMS,DATA_LOGGER_FAIL,NDLS-HWH-01,4,1.8,3.4,56,1,2,54.8,30,0.47,0.358,MEDIUM,RailSync synthetic prototype training data
RS-ML-10592,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,2,0.0,28.5,102,1,1,81.5,60,0.34,0.2998,MEDIUM,RailSync synthetic prototype training data
RS-ML-10593,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,3,0.7,16.9,244,3,1,75.5,60,0.31,0.4666,HIGH,RailSync synthetic prototype training data
RS-ML-10594,SMMS,CABLE_INSULATION_LOW,NDLS-CNB-07,1,0.7,29.1,349,0,1,92.2,90,0.45,0.3108,MEDIUM,RailSync synthetic prototype training data
RS-ML-10595,SMMS,INTERLOCKING_CIRCUIT_FAULT,HWH-MGS-03,5,5.1,17.1,309,0,2,61.9,90,0.23,0.5629,CRITICAL,RailSync synthetic prototype training data
RS-ML-10596,TMS,WELD_FRACTURE,NDLS-HWH-01,4,0.4,7.7,345,0,2,82.4,30,0.42,0.484,HIGH,RailSync synthetic prototype training data
RS-ML-10597,SMMS,SIGNAL_LAMP_FUSED,NDLS-CNB-07,4,0.0,15.3,222,0,3,58.9,30,0.41,0.4512,HIGH,RailSync synthetic prototype training data
RS-ML-10598,TMS,BALLAST_DEFICIENCY,NDLS-CNB-07,2,0.0,3.0,145,2,1,91.8,180,0.32,0.2694,MEDIUM,RailSync synthetic prototype training data
RS-ML-10599,TMS,SEJ_GAP_ABNORMAL,NDLS-CNB-07,2,4.0,4.1,169,7,2,59.4,150,0.93,0.4921,HIGH,RailSync synthetic prototype training data
RS-ML-10600,SMMS,INTERLOCKING_CIRCUIT_FAULT,CNB-MGS-01,3,0.9,34.7,232,1,5,81.2,30,0.26,0.4575,HIGH,RailSync synthetic prototype training data
RS-ML-10601,TMS,LC_FLANGEWAY_CLEAN,HWH-MGS-03,3,0.8,23.7,33,0,4,52.0,30,0.26,0.2787,MEDIUM,RailSync synthetic prototype training data
RS-ML-10602,SMMS,POWER_SUPPLY_FLUCTUATION,CNB-MGS-01,1,3.7,12.4,23,1,3,83.9,90,0.81,0.2581,MEDIUM,RailSync synthetic prototype training data
RS-ML-10603,SMMS,SIGNAL_LAMP_FUSED,NDLS-CNB-07,3,0.2,14.8,167,0,4,44.1,90,0.1,0.3532,MEDIUM,RailSync synthetic prototype training data
RS-ML-10604,TDMS,CATENARY_TENSION_LOW,NDLS-CNB-07,1,0.0,22.7,107,0,4,58.2,90,0.27,0.2037,LOW,RailSync synthetic prototype training data
RS-ML-10605,TMS,USFD_MICRO_CRACK,NDLS-CNB-07,2,0.0,29.8,43,5,4,49.8,240,0.43,0.4854,HIGH,RailSync synthetic prototype training data
RS-ML-10606,SMMS,CABLE_INSULATION_LOW,NDLS-CNB-07,3,0.3,30.3,13,3,3,74.8,60,0.55,0.4437,HIGH,RailSync synthetic prototype training data
RS-ML-10607,TMS,GAUGE_CORRECTION,HWH-MGS-03,2,0.6,18.5,173,0,2,40.2,150,0.49,0.3033,MEDIUM,RailSync synthetic prototype training data
RS-ML-10608,TDMS,MAST_EARTHING_LOOSE,CNB-MGS-01,2,17.1,12.0,304,0,1,62.5,60,0.22,0.4123,HIGH,RailSync synthetic prototype training data
RS-ML-10609,TDMS,CONTACT_WIRE_WEAR,HWH-MGS-03,3,4.7,14.3,32,2,2,67.9,150,0.62,0.4122,HIGH,RailSync synthetic prototype training data
